epoch,train_loss,val_loss
0,0.8936276669087617,0.8076500197251638
1,0.7846470345621523,0.7536281943321228
2,0.6188306847344274,0.7211512674887975
3,0.6134000135504681,0.7419569542010626
4,0.5706233926441359,0.689818263053894
5,0.5200347524622212,0.8516907145579656
6,0.5198661179646201,0.692215214172999
7,0.5276808207449706,0.6772066603104273
8,0.4821358588726624,0.7615707814693451
9,0.5175126091293667,0.7209463914235433
10,0.4557597552952559,0.711170936624209
11,0.47965442551218945,0.7247252613306046
12,0.4370384734609853,0.7496932794650396
13,0.45407272551370703,0.8597054655353228
14,0.4184793531894684,0.7622483273347219
15,0.40971560776233673,0.7610968997081121
16,0.4169608134290446,0.7856531192859014
17,0.4065793895203134,0.8204379081726074
18,0.4096752547699472,0.8267697195212046
19,0.4113475887671761,0.7843963205814362
20,0.38457675861275714,0.8086794714132944
21,0.36736878558345465,0.8240287899971008
22,0.3735333169284074,0.8060955901940664
