fold,accuracy,precision,recall,f1,auc,threshold,tn,fp,fn,tp
1,0.8142076502732241,0.6730769230769231,0.6730769230769231,0.6730769230769231,0.8694950088079859,0.6,114,17,17,35
2,0.8907103825136612,0.8666666666666667,0.7358490566037735,0.7959183673469388,0.9216255442670538,0.6,124,6,14,39
3,0.825136612021858,0.723404255319149,0.6415094339622641,0.68,0.8641509433962264,0.6,117,13,19,34
4,0.7978142076502732,0.6481481481481481,0.660377358490566,0.6542056074766355,0.8377358490566038,0.6,111,19,18,35
5,0.8032786885245902,0.6666666666666666,0.6415094339622641,0.6538461538461539,0.8696661828737301,0.6,113,17,19,34
