epoch,train_loss,val_loss
0,0.881641035494597,0.8748205105463663
1,0.798238059748774,0.6996637980143229
2,0.6307231174862903,0.6247544288635254
3,0.6115728577841884,0.6455412407716116
4,0.582318628611772,0.6542153805494308
5,0.5711652843848519,0.6631597777207693
6,0.540867035155711,0.7190883855024973
7,0.5265172875445822,0.6933929721514384
8,0.5304409835649573,0.7387459625800451
9,0.5161506287429644,0.7170902242263159
10,0.4877087136973505,0.7279622703790665
11,0.49628282889075903,0.7292530536651611
12,0.4841428904429726,0.7501978278160095
13,0.5114014615183291,0.730079119404157
14,0.4782300876534503,0.7552766278386116
15,0.45730519877827686,0.7668183868130048
16,0.46777372191781585,0.7571315914392471
17,0.45047413460586383,0.7621515865127245
