config,fold,epoch,train_loss,val_auc,val_mcc,val_score
ft_03,4,1,0.7750576138496399,0.4653061224489796,-0.013222147133698627,0.46398390773560977
ft_03,4,2,0.7668535351753235,0.4741496598639455,-0.013222147133698627,0.4728274451505757
ft_03,4,3,0.7630988836288453,0.5097505668934241,-0.0356034497458156,0.5061902219188426
ft_03,4,4,0.7534995079040527,0.536734693877551,0.0690723704994422,0.5436419309274952
ft_03,4,5,0.7513942241668701,0.5435374149659864,0.03142696805273544,0.54668011177126
ft_03,4,6,0.7370157122612,0.5480725623582767,0.0690723704994422,0.554979799408221
ft_03,4,7,0.7322654008865357,0.5578231292517006,-0.01691382744398297,0.5561317465073023
ft_03,4,8,0.7312580943107605,0.5648526077097507,-0.005212860351426869,0.564331321674608
ft_03,4,9,0.7280253648757935,0.5673469387755102,0.0,0.5673469387755102
ft_03,4,10,0.7237319469451904,0.573922902494331,0.035355339059327376,0.5774584364002637
ft_03,4,11,0.7164816379547119,0.5841269841269842,0.05671308728156004,0.5897982928551402
ft_03,4,12,0.7293715715408325,0.5945578231292517,0.07669649888473705,0.6022274730177254
ft_03,4,13,0.7152222275733948,0.6061224489795918,0.07985534140953149,0.6141079831205449
ft_03,4,14,0.7099646091461181,0.6126984126984126,0.07669649888473705,0.6203680625868864
ft_03,4,15,0.7198167204856872,0.6240362811791383,0.1281025230440697,0.6368465334835454
ft_03,4,16,0.7029972553253174,0.6324263038548753,0.1767766952966369,0.650103973384539
ft_03,4,17,0.7319969058036804,0.6331065759637188,0.17213259316477408,0.6503198352801962
ft_03,4,18,0.6920281767845153,0.6453514739229025,0.08960415199418242,0.6543118891223207
ft_03,4,19,0.6797985672950745,0.6469387755102041,0.16666666666666666,0.6636054421768708
ft_03,4,20,0.6812437653541565,0.656689342403628,0.1946834336667152,0.6761576857702994
ft_03,4,21,0.6648883104324341,0.6664399092970521,0.17748304171565402,0.6841882134686175
ft_03,4,22,0.6708174586296082,0.6741496598639455,0.17839140963663286,0.6919888008276087
ft_03,4,23,0.6680814146995544,0.6900226757369615,0.24748737341529164,0.7147714130784907
ft_03,4,24,0.6532956004142761,0.7047619047619048,0.26798995034381445,0.7315608997962862
ft_03,4,25,0.634627890586853,0.718140589569161,0.2162320116807671,0.7397637907372377
ft_03,4,26,0.629763913154602,0.7480725623582767,0.3271498540837624,0.7807875477666529
ft_03,4,27,0.605208957195282,0.763265306122449,0.19899748742132398,0.7831650548645814
ft_03,4,28,0.6135613441467285,0.7884353741496598,0.3832565231410663,0.8267610264637665
ft_03,4,29,0.5733445048332214,0.7988662131519274,0.38348249442368526,0.8372144625942959
ft_03,4,30,0.5691654205322265,0.8124716553287982,0.3789502782577478,0.850366683154573
ft_03,4,31,0.5832569122314453,0.8247165532879818,0.407526985946709,0.8654692518826527
ft_03,4,32,0.5343701124191285,0.8419501133786848,0.5006384130675758,0.8920139546854423
ft_03,4,33,0.5216220140457153,0.8480725623582767,0.43517473407853985,0.8915900357661306
ft_03,4,34,0.5087612330913543,0.8578231292517007,0.5101775216450438,0.908840881416205
ft_03,4,35,0.49372010231018065,0.863718820861678,0.5220659311667285,0.9159254139783508
ft_03,4,36,0.4723748922348022,0.863265306122449,0.46437164603475267,0.9097024707259243
ft_03,4,37,0.48109824061393736,0.8637188208616781,0.4949747468305833,0.9132162955447364
ft_03,4,38,0.46787586212158205,0.863718820861678,0.4752566174805106,0.911244482609729
ft_03,4,39,0.4578794538974762,0.8650793650793651,0.5799231026554666,0.9230716753449117
ft_03,4,40,0.46915116906166077,0.8634920634920635,0.4335081232564079,0.9068428758177043
ft_03,4,41,0.4713729560375214,0.8673469387755102,0.4973030435677125,0.9170772431322814
ft_03,4,42,0.4563183903694153,0.8712018140589569,0.5368754921931593,0.9248893632782729
ft_03,4,43,0.45350147485733033,0.8712018140589569,0.5730795089389906,0.928509764952856
ft_03,4,44,0.459153813123703,0.8707482993197279,0.5666666666666667,0.9274149659863945
ft_03,4,45,0.4471287429332733,0.8712018140589569,0.5730795089389906,0.928509764952856
ft_03,4,46,0.4632292091846466,0.8700680272108843,0.5408524452393346,0.9241532717348178
ft_03,4,47,0.46330186128616335,0.870748299319728,0.5552306040376986,0.9262713597234978
ft_03,4,48,0.46711091995239257,0.8705215419501133,0.5430450802499489,0.9248260499751082
ft_03,4,49,0.4507524847984314,0.8682539682539683,0.5458899481601969,0.9228429630699879
ft_03,4,50,0.4562700629234314,0.8687074829931972,0.5333333333333333,0.9220408163265306
ft_03,4,51,0.45446430444717406,0.8698412698412699,0.5268713865298866,0.9225284084942585
ft_03,4,52,0.44687497019767763,0.8698412698412699,0.5229577884350213,0.922137048684772
ft_03,4,53,0.4539941787719727,0.8680272108843538,0.5268713865298866,0.9207143495373424
ft_03,4,54,0.4467764973640442,0.8684807256235828,0.5730795089389906,0.9257886765174819
ft_03,4,55,0.44182021617889405,0.8664399092970522,0.5258849911562841,0.9190284084126805
