epoch,train_loss,val_loss
0,0.9134590884913569,0.917020340760549
1,0.8554462194442749,0.9261775811513265
2,0.7589530400607897,0.8331537942091624
3,0.6559364834557408,0.89026407400767
4,0.6063465514908666,0.9071322729190191
5,0.5799893801626952,0.8777304142713547
6,0.5430764180162678,0.890915056069692
7,0.5189735863519751,0.8717977305253347
8,0.5000582311464392,0.9398651669422785
9,0.4998307772304701,0.9416006058454514
10,0.48756001824918,0.9719081322352091
11,0.4583386869534202,0.9658932785193125
12,0.4425392915373263,0.9361889064311981
13,0.4639969545861949,0.9031524757544199
14,0.4549814209989879,0.8792676428953806
15,0.45133227239484375,0.9266155511140823
16,0.41528169227683026,0.9265454312165579
17,0.43446019615816034,0.9263815383116404
