epoch,train_loss,val_loss
0,0.8838903903961182,0.8024599651495615
1,0.7539958085702814,0.7203302979469299
2,0.6792535341304281,0.7107072025537491
3,0.6210029254788938,0.771612673997879
4,0.6348987869594408,0.5742139667272568
5,0.5833175000937089,0.5708673050006231
6,0.5781152326127758,0.5772328327099482
7,0.5566611924897069,0.5464008649190267
8,0.4941103328829226,0.555101732412974
9,0.5018196326235066,0.561122531692187
10,0.4783059449299522,0.6498034596443176
11,0.49073042623374774,0.6052361726760864
12,0.45517256791177,0.6484957883755366
13,0.48008275809495343,0.5490406081080437
14,0.43044675303542096,0.616672453780969
15,0.4230863095625587,0.5684704706072807
16,0.431975148294283,0.5731622825066248
17,0.4190501972385075,0.5765411953131357
18,0.3913612404595251,0.5717045490940412
19,0.4137658910906833,0.61441437403361
20,0.39246573266775714,0.5711124315857887
21,0.43269764210866846,0.5721408923467001
22,0.3807207106248192,0.5756313900152842
