epoch,train_loss,val_loss
0,0.8916641447855078,0.8166375458240509
1,0.8004055411919303,0.7195198138554891
2,0.6769526626752771,0.668742040793101
3,0.5436028060705765,0.6877627770105997
4,0.5357015210649242,0.6818580826123556
5,0.524188501679379,0.7097687671581904
6,0.5083475397980731,0.7827290495236715
7,0.4937210847502169,0.6941287219524384
8,0.46431969559710956,0.8049720178047816
9,0.4852205242799676,0.7356691161791483
10,0.45866927893265436,0.7334864189227422
11,0.4562402205622714,0.7559849669535955
12,0.46525505833003833,0.7236406703790029
13,0.45505971558715985,0.764754056930542
14,0.4121116658915644,0.7563664764165878
15,0.42210969199304993,0.7675686875979105
16,0.4359969516163287,0.7643020252386729
17,0.4400665766519049,0.7358003407716751
