model,fold,accuracy,precision,recall,f1,auc,mcc
random_forest,1,0.8524590163934426,0.8048780487804879,0.6346153846153846,0.7096774193548387,0.8869641808573107,0.620397431357459
random_forest,2,0.8633879781420765,0.8181818181818182,0.6792452830188679,0.7422680412371134,0.8875181422351234,0.6556291732793064
random_forest,3,0.825136612021858,0.7692307692307693,0.5660377358490566,0.6521739130434783,0.8904208998548622,0.5502800126910263
random_forest,4,0.8415300546448088,0.8,0.6037735849056604,0.6881720430107527,0.8645863570391872,0.595112732591886
random_forest,5,0.8142076502732241,0.8064516129032258,0.4716981132075472,0.5952380952380952,0.8708272859216255,0.5145785917841406
