epoch,train_loss,val_loss
0,0.9163536740385968,0.8791328767935435
1,0.8201465114303257,0.780141736070315
2,0.6718337561773218,0.6312263359626135
3,0.5993025587952655,0.6253248403469721
4,0.5723751381687496,0.6544622083504995
5,0.5532586859620136,0.5954753905534744
6,0.5457799842824107,0.5800252854824066
7,0.5145783463250035,0.6270869920651118
8,0.4991509162861368,0.5582696596781412
9,0.48128574827443,0.6667251040538152
10,0.4924397973910622,0.5612540394067764
11,0.4764383940593056,0.5533982217311859
12,0.4763331413269043,0.5546601712703705
13,0.4759084932182146,0.5515200595060984
14,0.436122451139533,0.5986908550063769
15,0.4356099898400514,0.5722083300352097
16,0.4107525108948998,0.5958629995584488
17,0.39765757289917575,0.5797925740480423
18,0.41877842597339465,0.6503041088581085
19,0.38341176898583124,0.6521133705973625
20,0.3678603146387183,0.6399839545289675
21,0.3559156332326972,0.6257249514261881
22,0.3472100697133852,0.6876492649316788
23,0.36289088492808136,0.6394145513574282
24,0.3468304937300475,0.6472615351279577
25,0.33259522914886475,0.7147528280814489
26,0.3326955450617749,0.7129446690281233
27,0.37846082319384033,0.6387360394001007
28,0.3249219623596772,0.6566662515203158
