epoch,train_loss,val_loss,val_auc
0,1.0473461747169495,0.8318572243054708,0.8152394775036285
1,0.8204812277918276,0.6918640782435735,0.8658925979680697
2,0.7295295686825461,0.6547302554051081,0.8751814223512336
3,0.6960043103798575,0.6695965578158697,0.886066763425254
4,0.6667365988959437,0.6253900577624639,0.8988388969521045
5,0.678349441808203,0.6072057982285818,0.9020319303338171
6,0.6234370197938837,0.5831743975480398,0.9100145137880987
7,0.6026404370432314,0.5958980272213618,0.9075471698113208
8,0.5756780194199603,0.6253708253304163,0.9042089985486212
9,0.6027635115644207,0.6041584188739458,0.9082728592162554
10,0.5655175771402277,0.578186238805453,0.9119013062409289
11,0.5731928763182267,0.6420005957285563,0.9034833091436865
12,0.5317882156890371,0.5571128030618032,0.9182873730043541
13,0.5356633209663889,0.5669417654474577,0.9184325108853411
14,0.4938962485479272,0.6888159575561682,0.9146589259796807
15,0.5283599029416624,0.6529974242051443,0.9100145137880987
16,0.49820355228755786,0.6505497681597868,0.9156748911465893
17,0.49595707136651745,0.6375789990027746,0.9171262699564586
18,0.47415430001590564,0.6036695291598638,0.9110304789550073
19,0.44307883278183313,0.6005585243304571,0.9168359941944847
20,0.4634303683819978,0.6352665076653162,0.9130624092888244
21,0.4155324788197227,0.6953912898898125,0.9148040638606676
22,0.3861320598617844,0.605541375776132,0.9219158200290276
23,0.3973092300736386,0.6010316411654154,0.9188679245283019
24,0.40571919148382934,0.732823853691419,0.9187227866473149
25,0.3682497059521468,0.6130189374089241,0.9207547169811321
26,0.3651189033104026,0.7216338018576304,0.9175616835994194
27,0.37242139422375226,0.6986777434746424,0.9194484760522497
28,0.365033318815024,0.8016341676314672,0.9149492017416545
29,0.32649052434641385,0.6890109404921532,0.9182873730043541
30,0.32599708632282587,0.6842272505164146,0.9166908563134978
31,0.34186305170473846,0.686128742992878,0.9210449927431059
32,0.29988738084616867,0.7005130474766096,0.9198838896952104
33,0.3396962213775386,0.655208853383859,0.9216255442670537
34,0.31950227138788806,0.7543041110038757,0.9239477503628447
35,0.3046831025377564,0.7211711245278517,0.9227866473149492
36,0.31586411757313687,0.7399335838854313,0.92322206095791
37,0.3077916839848394,0.7310458980500698,0.9245283018867925
38,0.30831037558939145,0.6892281100153923,0.9248185776487663
39,0.2868144998083944,0.6958886981010437,0.9182873730043541
40,0.3004617631111456,0.7542766332626343,0.9198838896952104
41,0.2784291107369506,0.7829475576678911,0.9169811320754717
42,0.31863245432791504,0.7538865034778913,0.9140783744557329
43,0.2966875945744307,0.8265739344060421,0.9164005805515238
44,0.30520863377529645,0.798307940363884,0.9134978229317853
45,0.2623776152082112,0.8042984132965406,0.9166908563134977
46,0.2459669696248096,0.8454168289899826,0.9223512336719883
47,0.23922109150368234,0.8040386612216631,0.9235123367198839
48,0.24895240042520606,0.8261396586894989,0.9177068214804064
49,0.25459888545067416,0.7856088255842527,0.9197387518142235
50,0.2507705141020858,0.8052500933408737,0.9197387518142235
51,0.23294138292903485,0.8533117572466532,0.9191582002902758
52,0.2643656348404677,0.8535077099998792,0.916255442670537
53,0.23938178854144138,0.8399813498059908,0.9182873730043541
54,0.22829645386208658,0.8184775511423746,0.9181422351233671
55,0.2171255207580069,0.8545381550987562,0.918577648766328
56,0.22757340676110724,0.8346496050556501,0.9182873730043541
57,0.21553331257208533,0.8990054304401079,0.9184325108853411
58,0.23843301897463592,0.8558678602178892,0.9174165457184325
59,0.21980173075976578,0.8502118637164434,0.9181422351233671
60,0.2324510333330735,0.8510102729002634,0.9182873730043541
61,0.2256664008550022,0.8587812135616938,0.918577648766328
62,0.21224451550970908,0.8447593202193578,0.918722786647315
63,0.21199096528732259,0.8722756976882616,0.9182873730043541
