fold,auc,fixed_threshold,best_threshold,accuracy_fixed,precision_fixed,recall_fixed,f1_fixed,mcc_fixed,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp
1,0.8850557839107458,0.5,0.18000000000000002,0.7868852459016393,0.5970149253731343,0.7692307692307693,0.6722689075630253,0.527199370342859,0.7595628415300546,0.5465116279069767,0.9038461538461539,0.6811594202898551,0.547737493982096,92,39,5,47
2,0.9264150943396227,0.5,0.07,0.8469945355191257,0.6984126984126984,0.8301886792452831,0.7586206896551724,0.6530206743326068,0.6120218579234973,0.4274193548387097,1.0,0.5988700564971752,0.44043459250262446,59,71,0,53
3,0.8895500725689406,0.5,0.05,0.819672131147541,0.65625,0.7924528301886793,0.717948717948718,0.5927737473660104,0.6939890710382514,0.48514851485148514,0.9245283018867925,0.6363636363636364,0.4784217597731595,78,52,4,49
4,0.848911465892598,0.5,0.26000000000000006,0.7103825136612022,0.5,0.8301886792452831,0.624113475177305,0.4464066463400496,0.5300546448087432,0.3795620437956204,0.9811320754716981,0.5473684210526316,0.3422139710444901,45,85,1,52
5,0.8853410740203193,0.5,0.16000000000000003,0.8087431693989071,0.625,0.8490566037735849,0.72,0.5955067012882178,0.7486338797814208,0.5376344086021505,0.9433962264150944,0.684931506849315,0.5558313167166042,87,43,3,50
