model,best_epoch_mean,best_epoch_std,best_val_auc_mean,best_val_auc_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,test_mcc_mean,test_mcc_std
ft_03,27.8,24.345430782797827,0.7603622844486633,0.131336793583804,0.6830601092896175,0.22540569626932064,0.47204377138803366,0.329239688620488,0.5924528301886792,0.36649456029653305,0.487262967069715,0.28809209276324826,0.7801273003246214,0.11412257700938709,0.31117050500391386,0.3093498668587208
ft_05,40.6,21.019038988498025,0.774884998722208,0.09841843758648713,0.766120218579235,0.04114721441970866,0.5990421784578788,0.08016289406369267,0.5307692307692308,0.27893087949493867,0.5261577185101692,0.22660348286925383,0.7883403317120731,0.07425632063299101,0.4027124378277495,0.17889021164807967
