fold,accuracy,precision,recall,f1,auc,threshold,tn,fp,fn,tp
1,0.8306010928961749,0.6567164179104478,0.8461538461538461,0.7394957983193278,0.9064885496183206,0.5,108,23,8,44
2,0.8469945355191257,0.711864406779661,0.7924528301886793,0.75,0.9053701015965167,0.5,113,17,11,42
3,0.8469945355191257,0.7192982456140351,0.7735849056603774,0.7454545454545455,0.9105950653120464,0.5,114,16,12,41
4,0.7431693989071039,0.5384615384615384,0.7924528301886793,0.6412213740458015,0.8449927431059506,0.5,94,36,11,42
5,0.8032786885245902,0.673469387755102,0.6226415094339622,0.6470588235294118,0.8820029027576197,0.5,114,16,20,33
