fold,accuracy,precision,recall,f1,auc,threshold,tn,fp,fn,tp
1,0.8360655737704918,0.7115384615384616,0.7115384615384616,0.7115384615384616,0.9019377568995889,0.5,116,15,15,37
2,0.8142076502732241,0.6266666666666667,0.8867924528301887,0.734375,0.9309143686502177,0.5,102,28,6,47
3,0.8142076502732241,0.6727272727272727,0.6981132075471698,0.6851851851851852,0.8879535558780842,0.5,112,18,16,37
4,0.819672131147541,0.6612903225806451,0.7735849056603774,0.7130434782608696,0.8558780841799709,0.5,109,21,12,41
5,0.7868852459016393,0.5897435897435898,0.8679245283018868,0.7022900763358778,0.8923076923076922,0.5,98,32,7,46
