fold,auc,fixed_threshold,best_threshold,accuracy_fixed,precision_fixed,recall_fixed,f1_fixed,mcc_fixed,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp
1,0.8849089841456254,0.5,0.09000000000000001,0.7540983606557377,0.5432098765432098,0.8461538461538461,0.6616541353383458,0.5118601379696329,0.6830601092896175,0.47115384615384615,0.9423076923076923,0.6282051282051282,0.4757299055153752,76,55,3,49
2,0.9407837445573295,0.5,0.23000000000000004,0.8524590163934426,0.703125,0.8490566037735849,0.7692307692307693,0.6685615413352558,0.8032786885245902,0.5977011494252874,0.9811320754716981,0.7428571428571429,0.6465977036851355,95,35,1,52
3,0.916545718432511,0.5,0.26000000000000006,0.8142076502732241,0.6376811594202898,0.8301886792452831,0.7213114754098361,0.5969972043803681,0.7923497267759563,0.5862068965517241,0.9622641509433962,0.7285714285714285,0.6224738749849562,94,36,2,51
4,0.8566037735849057,0.5,0.08000000000000002,0.73224043715847,0.5238095238095238,0.8301886792452831,0.6423357664233577,0.4755932142432106,0.44808743169398907,0.34210526315789475,0.9811320754716981,0.5073170731707317,0.2562362701244356,30,100,1,52
5,0.8759071117561684,0.5,0.15000000000000002,0.819672131147541,0.6923076923076923,0.6792452830188679,0.6857142857142857,0.5593434667657214,0.7103825136612022,0.5,0.9622641509433962,0.6580645161290323,0.5204855716916585,79,51,2,51
