model,fold,accuracy,precision,recall,f1,auc
xgboost,1,0.8032786885245902,0.6333333333333333,0.7307692307692307,0.6785714285714286,0.8521726365237815
xgboost,2,0.8415300546448088,0.7307692307692307,0.7169811320754716,0.7238095238095238,0.8690856313497823
xgboost,3,0.819672131147541,0.7083333333333334,0.6415094339622641,0.6732673267326733,0.862844702467344
xgboost,4,0.8142076502732241,0.6862745098039216,0.660377358490566,0.6730769230769231,0.8332365747460088
xgboost,5,0.8142076502732241,0.7111111111111111,0.6037735849056604,0.6530612244897959,0.8618287373004354
