model,fold,accuracy,precision,recall,f1,auc
logistic,1,0.7704918032786885,0.5675675675675675,0.8076923076923077,0.6666666666666666,0.8631826189078097
logistic,2,0.819672131147541,0.6515151515151515,0.8113207547169812,0.7226890756302521,0.8966618287373004
logistic,3,0.7868852459016393,0.5921052631578947,0.8490566037735849,0.6976744186046512,0.881422351233672
logistic,4,0.73224043715847,0.5277777777777778,0.7169811320754716,0.608,0.8230769230769232
logistic,5,0.8360655737704918,0.6949152542372882,0.7735849056603774,0.7321428571428571,0.8943396226415095
