fold,auc,fixed_threshold,best_threshold,accuracy_fixed,precision_fixed,recall_fixed,f1_fixed,mcc_fixed,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,dynamic_train_coverage,dynamic_val_coverage
1,0.8849089841456254,0.5,0.09000000000000001,0.7540983606557377,0.5432098765432098,0.8461538461538461,0.6616541353383458,0.5118601379696329,0.6830601092896175,0.47115384615384615,0.9423076923076923,0.6282051282051282,0.4757299055153752,76,55,3,49,0.3715847134590149,0.3224043846130371
2,0.9188679245283018,0.5,0.20000000000000004,0.8415300546448088,0.6875,0.8301886792452831,0.7521367521367521,0.6432989433455073,0.6994535519125683,0.49038461538461536,0.9622641509433962,0.6496815286624203,0.5078520518377323,77,53,2,51,0.36612021923065186,0.3442623019218445
3,0.9108853410740203,0.5,0.09000000000000001,0.825136612021858,0.6779661016949152,0.7547169811320755,0.7142857142857143,0.5905795479256489,0.7704918032786885,0.5647058823529412,0.9056603773584906,0.6956521739130435,0.564820140921308,93,37,5,48,0.3579235076904297,0.37704917788505554
4,0.8586357039187228,0.5,0.05,0.7923497267759563,0.6086956521739131,0.7924528301886793,0.6885245901639344,0.5472813962340166,0.5409836065573771,0.38345864661654133,0.9622641509433962,0.5483870967741935,0.33742376419463593,48,82,2,51,0.35928961634635925,0.3715847134590149
5,0.8795355587808419,0.5,0.060000000000000005,0.8087431693989071,0.6666666666666666,0.6792452830188679,0.6728971962616822,0.5378256422925638,0.7486338797814208,0.5411764705882353,0.8679245283018868,0.6666666666666666,0.5165088131397705,91,39,7,46,0.3538251221179962,0.39344263076782227
