epoch,train_loss,val_auc
1,1.0361085891723634,0.49750566893424036
2,1.0169074177742004,0.5437641723356009
3,0.994533109664917,0.5764172335600907
4,0.9818570375442505,0.5968253968253968
5,0.9885043621063232,0.6004535147392291
6,0.9715250134468079,0.6043083900226758
7,0.9660501480102539,0.6031746031746033
8,0.9673747181892395,0.6027210884353741
9,0.9617535471916199,0.6020408163265306
10,0.9482275485992432,0.6038548752834467
11,0.9705365419387817,0.6040816326530613
12,0.9610671758651733,0.6029478458049886
13,0.9603177905082703,0.609750566893424
14,0.9660322785377502,0.6195011337868481
15,0.9475269556045532,0.627437641723356
16,0.942610764503479,0.6383219954648527
17,0.9474488735198975,0.6598639455782314
18,0.9358256220817566,0.6693877551020408
19,0.9260007500648498,0.6752834467120181
20,0.9234095573425293,0.6873015873015873
21,0.9107954025268554,0.6925170068027211
22,0.9080288648605347,0.7029478458049887
23,0.9067166090011597,0.718140589569161
24,0.9003186821937561,0.7256235827664399
25,0.8968771576881409,0.7417233560090704
26,0.8751793742179871,0.7535147392290249
27,0.8575445294380188,0.7562358276643991
28,0.8600107669830322,0.7639455782312925
29,0.8399688720703125,0.7782312925170068
30,0.8185071349143982,0.7870748299319728
31,0.8313452720642089,0.7929705215419501
32,0.8211474061012268,0.8070294784580498
33,0.8023363351821899,0.8229024943310659
34,0.7872800230979919,0.8238095238095238
35,0.7743287801742553,0.8328798185941043
36,0.7298928260803222,0.8390022675736961
37,0.7550967335700989,0.8526077097505669
38,0.7165710210800171,0.8616780045351473
39,0.6884260535240173,0.8585034013605443
40,0.6770514965057373,0.8657596371882086
41,0.6782212018966675,0.8709750566893424
42,0.6615373611450195,0.8757369614512471
43,0.6446577072143554,0.8888888888888888
44,0.6073800206184388,0.889795918367347
45,0.5915693402290344,0.8857142857142858
46,0.6075211763381958,0.8913832199546485
47,0.5899992465972901,0.8979591836734694
48,0.5726029276847839,0.8954648526077098
49,0.5863608121871948,0.8947845804988662
50,0.5774797439575196,0.8895691609977324
