epoch,train_loss,val_auc
1,1.0111124396324158,0.5315192743764173
2,0.9804710268974304,0.5659863945578231
3,0.9846839666366577,0.5947845804988663
4,0.9844545841217041,0.6496598639455782
5,0.9799959540367127,0.6752834467120182
6,0.9895445823669433,0.6836734693877552
7,0.9844674706459046,0.690702947845805
8,0.9800060272216797,0.6931972789115646
9,0.9750676393508911,0.6943310657596372
10,0.9721515774726868,0.690702947845805
11,0.9672131538391113,0.6904761904761905
12,0.9766205310821533,0.690249433106576
13,0.9817606449127197,0.6886621315192745
14,0.9634650826454163,0.6904761904761905
15,0.9651395440101623,0.690249433106576
16,0.9502455353736877,0.6902494331065759
17,0.9419074177742004,0.6913832199546485
