epoch,train_loss,val_auc
1,0.9807239890098571,0.6673469387755102
2,0.974883770942688,0.6714285714285714
3,0.9619565606117249,0.6775510204081632
4,0.9866683483123779,0.6786848072562358
5,0.963406765460968,0.6816326530612244
6,0.9566953182220459,0.6841269841269841
7,0.9484519004821778,0.688888888888889
8,0.9602068066596985,0.6927437641723356
9,0.9511734247207642,0.6959183673469387
10,0.9369319081306458,0.6945578231292517
11,0.9445277690887451,0.6997732426303854
12,0.9394894123077393,0.7000000000000001
13,0.9342426061630249,0.7011337868480726
14,0.9291407823562622,0.7049886621315192
15,0.9071581602096558,0.7077097505668933
16,0.8948354005813599,0.7126984126984126
17,0.915130341053009,0.7224489795918367
18,0.905351972579956,0.7299319727891156
19,0.891874623298645,0.7344671201814058
20,0.8788342714309693,0.7444444444444444
21,0.8836352467536926,0.7482993197278912
22,0.8826876997947692,0.7566893424036282
23,0.8951571464538575,0.763718820861678
24,0.9048543810844422,0.7712018140589568
25,0.86625816822052,0.7789115646258503
26,0.85251305103302,0.7843537414965985
27,0.8572117209434509,0.7879818594104309
28,0.8575703024864196,0.7888888888888889
29,0.8230581760406495,0.791609977324263
30,0.8201836228370667,0.8018140589569162
31,0.8195757508277893,0.8095238095238095
32,0.8021921515464783,0.8192743764172336
33,0.7904296755790711,0.8263038548752834
34,0.7709373354911804,0.8385487528344672
35,0.7813962578773499,0.8403628117913833
36,0.8100640535354614,0.8487528344671201
37,0.812254810333252,0.8492063492063492
38,0.7579534530639649,0.8535147392290249
39,0.7585255384445191,0.856689342403628
40,0.7146847128868103,0.8591836734693877
41,0.7302449107170105,0.8591836734693877
42,0.690859341621399,0.8569160997732425
43,0.7059048771858215,0.8623582766439909
44,0.7236270308494568,0.8573696145124716
45,0.6825889825820923,0.8587301587301588
46,0.6671548128128052,0.8575963718820862
47,0.6452151536941528,0.8578231292517007
48,0.6863481163978576,0.8587301587301587
49,0.6426084280014038,0.861904761904762
50,0.6526334285736084,0.864172335600907
