model,fold,accuracy,precision,recall,f1,auc,mcc
decision_tree,1,0.819672131147541,0.6727272727272727,0.7115384615384616,0.6915887850467289,0.8799177921315325,0.5647603084318945
decision_tree,2,0.7868852459016393,0.6029411764705882,0.7735849056603774,0.6776859504132231,0.8554426705370102,0.5311782058576927
decision_tree,3,0.7486338797814208,0.5454545454545454,0.7924528301886793,0.6461538461538462,0.7914368650217708,0.48072572477896064
decision_tree,4,0.6666666666666666,0.45348837209302323,0.7358490566037735,0.5611510791366906,0.7753265602322206,0.34017832502421996
decision_tree,5,0.726775956284153,0.5238095238095238,0.6226415094339622,0.5689655172413793,0.7617561683599421,0.3741047784209714
