model,fold,accuracy,precision,recall,f1,auc,mcc
gbdt,1,0.8415300546448088,0.7555555555555555,0.6538461538461539,0.7010309278350515,0.8810921902524956,0.5968599130535508
gbdt,2,0.8688524590163934,0.8085106382978723,0.7169811320754716,0.76,0.8934687953555878,0.672510226387473
gbdt,3,0.8469945355191257,0.8205128205128205,0.6037735849056604,0.6956521739130435,0.8968069666182874,0.6091180158008468
gbdt,4,0.8360655737704918,0.7804878048780488,0.6037735849056604,0.6808510638297872,0.8566037735849057,0.581508419780795
gbdt,5,0.825136612021858,0.8387096774193549,0.49056603773584906,0.6190476190476191,0.8760522496371553,0.5466958776969979
