config,fold,epoch,train_loss,val_auc,val_mcc,val_score
ft_01,4,1,0.7812678933143615,0.43083900226757366,0.015214515486254614,0.43236045381619914
ft_01,4,2,0.774676525592804,0.43900226757369615,0.055708601453115555,0.4445731277190077
ft_01,4,3,0.7815719842910767,0.44353741496598637,0.12171612389003691,0.4557090273549901
ft_01,4,4,0.7767059206962585,0.44943310657596375,0.09784921095801632,0.4592180276717654
ft_01,4,5,0.7803906083106995,0.45600907029478455,0.07071067811865475,0.46308013810665
ft_01,4,6,0.7721848368644715,0.46145124716553293,0.0474152026131801,0.46619276742685095
ft_01,4,7,0.772018313407898,0.4696145124716553,0.026919095102908273,0.4723064219819461
ft_01,4,8,0.7671140313148499,0.47732426303854875,0.026919095102908273,0.48001617254883955
ft_01,4,9,0.7626728773117065,0.48367346938775513,0.026919095102908273,0.48636537889804593
ft_01,4,10,0.7545981287956238,0.4895691609977325,0.06834861261734088,0.4964040222594666
ft_01,4,11,0.7581846594810486,0.4943310657596372,0.06834861261734088,0.5011659270213713
ft_01,4,12,0.7469930410385132,0.5015873015873016,0.06834861261734088,0.5084221628490356
ft_01,4,13,0.7448850989341735,0.5063492063492063,0.10628636527725589,0.5169778428769319
ft_01,4,14,0.7493101954460144,0.5113378684807256,0.12122603684516312,0.5234604721652419
ft_01,4,15,0.7436912178993225,0.5215419501133787,0.11742302984905174,0.5332842530982839
ft_01,4,16,0.739332664012909,0.527891156462585,0.14798801467918876,0.5426899579305039
ft_01,4,17,0.7402843475341797,0.5365079365079365,0.14798801467918876,0.5513067379758554
ft_01,4,18,0.7376228094100952,0.5492063492063493,0.14798801467918876,0.5640051506742682
ft_01,4,19,0.7303170680999755,0.5575963718820862,0.14798801467918876,0.5723951733500051
ft_01,4,20,0.7211927890777587,0.5650793650793651,0.10066399471358692,0.5751457645507237
ft_01,4,21,0.7164714455604553,0.5782312925170068,0.13124987182635964,0.5913562796996428
ft_01,4,22,0.7284719944000244,0.5934240362811791,0.14431483518177649,0.6078555197993568
ft_01,4,23,0.7031834602355957,0.6036281179138322,0.07071067811865475,0.6106991857256977
ft_01,4,24,0.709225857257843,0.6163265306122448,0.1567858991804371,0.6320051205302886
ft_01,4,25,0.6873609900474549,0.6319727891156462,0.14431483518177649,0.6464042726338239
ft_01,4,26,0.6794018268585205,0.6390022675736963,0.13006504879066055,0.6520087724527623
ft_01,4,27,0.682730519771576,0.6573696145124717,0.17723725194851356,0.675093339707323
ft_01,4,28,0.6673270225524902,0.6718820861678005,0.10809799370645459,0.682691885538446
ft_01,4,29,0.6539173364639282,0.6861678004535148,0.1546778382473062,0.7016355842782454
ft_01,4,30,0.6447773575782776,0.7018140589569161,0.1656665147579944,0.7183807104327155
ft_01,4,31,0.6376356482505798,0.7138321995464852,0.23716381954106927,0.7375485815005922
ft_01,4,32,0.634078848361969,0.7321995464852608,0.21213203435596426,0.7534127499208572
ft_01,4,33,0.6142640709877014,0.7594104308390023,0.22675590949665986,0.7820860217886683
ft_01,4,34,0.5974386096000671,0.7784580498866213,0.2502172968684897,0.8034797795734703
ft_01,4,35,0.6150154948234559,0.7870748299319729,0.41754463391193597,0.8288292933231665
ft_01,4,36,0.5985973596572876,0.7868480725623582,0.2988109515103658,0.8167291677133948
