epoch,train_loss,val_loss,val_auc
0,0.9273661737856658,0.8285964181025823,0.8103047895500727
1,0.6973619344441787,0.7544839282830557,0.844267053701016
2,0.6847555974255437,0.7687250375747681,0.8431059506531206
3,0.6064667662848597,0.8062452127536138,0.8451378809869377
4,0.6175641676653987,0.8425812472899755,0.8506531204644413
5,0.5473329541475876,0.8119406700134277,0.8473149492017417
6,0.5389889673046444,0.825363407532374,0.8483309143686503
7,0.5178501670775206,0.7882487823565801,0.8586357039187228
8,0.5117219174685685,0.7440663725137711,0.8566037735849057
9,0.4718650080587553,0.853488008181254,0.8567489114658927
10,0.5096185479475104,0.85700523853302,0.8502177068214803
11,0.46911379630151,0.9664696877201399,0.844412191582003
12,0.4668866966081702,0.8600330054759979,0.8515239477503629
13,0.4497378727664118,0.8912027726570765,0.8489114658925979
14,0.4704604148864746,1.1199896335601807,0.8426705370101596
15,0.42514794417049573,1.0344131986300151,0.8386066763425254
16,0.3963707640119221,0.997745156288147,0.8452830188679246
17,0.42082692423592444,1.0824878414471943,0.8365747460087083
18,0.3612764672092769,0.9744853774706522,0.8464441219158201
19,0.38041670944379724,1.1202160666386287,0.8390420899854862
20,0.3664839824904566,1.1126848012208939,0.8335268505079827
21,0.3649795819883761,1.1935359140237172,0.8307692307692307
22,0.3265661189089651,1.2033325731754303,0.8317851959361393
23,0.3278277866218401,1.2054054737091064,0.8310595065312046
24,0.3420139871861624,1.229386513431867,0.8333817126269957
25,0.3470341511394667,1.1475500563780467,0.8310595065312046
26,0.3297828170268432,1.219358652830124,0.8329462989840349
27,0.3165976618943007,1.2234552403291066,0.8293178519593615
28,0.3057921681067218,1.1804827054341633,0.8296081277213353
29,0.31073686221371527,1.2529483536879222,0.8304789550072569
30,0.32684342384986254,1.222402110695839,0.8291727140783746
31,0.309220174084539,1.254711389541626,0.8339622641509433
32,0.2928207270477129,1.2452495694160461,0.8352685050798259
