epoch,train_loss,val_loss,val_auc,val_mcc
0,9.6760602204696,5.093082229296367,0.6777939042089985,0.30636129550833485
1,8.390771389007568,5.082183281580607,0.7504354136429608,0.301738107143044
2,7.284556202266527,4.326862732569377,0.7851233671988389,0.40671526906974886
3,6.86920630413553,3.8482295274734497,0.8018867924528301,0.48305993108728285
4,5.68510627746582,4.5415993531545,0.7813497822931785,0.43592742686140795
5,6.128668608872787,4.028615434964498,0.7940493468795355,0.45928147441887435
6,5.621470492819081,4.690625905990601,0.790566037735849,0.42299187586813797
7,5.581696002379708,4.057860692342122,0.8231494920174165,0.5062472975037666
8,5.207831206529037,3.999972343444824,0.7988388969521045,0.4501727500332356
9,4.71917954735134,8.245967149734497,0.7953555878084181,0.2783084448586987
10,4.73452087070631,3.8542071183522544,0.7864296081277213,0.4617027803721148
11,4.410424045894457,3.636550505956014,0.7936139332365747,0.4794818598173738
12,4.5335933954819385,3.0115769704182944,0.8262699564586357,0.5230832776045742
13,4.134864744932755,3.062323530515035,0.8216981132075472,0.4997692026339072
14,4.003193362899449,3.1032990217208862,0.8165457184325109,0.44970907683977523
15,3.8356507239134414,2.605405112107595,0.8571843251088535,0.5632774177738776
16,3.9054369408151377,3.243102550506592,0.8480406386066763,0.4816898371035928
17,3.532978970071544,3.800586740175883,0.8468795355587808,0.5370938035513838
18,3.2071438768635625,3.870125492413839,0.8310595065312046,0.41822673404556854
19,3.264067494350931,3.2715214093526206,0.8290275761973875,0.4746857489247182
20,3.402687155682108,2.039251367251078,0.8335268505079826,0.5051287227358399
21,3.272850083268207,2.1015178163846335,0.8343251088534107,0.5390288409042353
22,2.7893287772717685,3.252143621444702,0.8261248185776487,0.4719818859495296
23,3.196401922599129,2.1321162382761636,0.8279390420899855,0.4722548818591162
24,2.974169233570928,2.4051761627197266,0.8194484760522496,0.4874729751752608
25,2.867118990939596,2.157126267751058,0.824455732946299,0.4722548818591162
26,2.572341561317444,1.829559564590454,0.7847605224963714,0.38811412475805507
27,2.602601320847221,1.8783072233200073,0.8499274310595065,0.4738045469692908
28,2.550605157147283,1.9898525476455688,0.858200290275762,0.5390288409042353
29,2.533046167829762,1.4076110521952312,0.8570391872278664,0.5969972043803681
30,2.2564519695613696,1.4326441287994385,0.8671988388969522,0.605970930919471
31,2.259865957757701,1.4542071024576824,0.865166908563135,0.6266529176388043
32,2.0183348603870557,2.1246820092201233,0.844267053701016,0.5593434667657214
33,2.2975671446841694,1.4452401598294575,0.848766328011611,0.5610967497897453
34,2.1716939055401348,1.4453874429066975,0.8568940493468795,0.5769527027203426
35,2.2862589100132817,1.4779143929481506,0.8368650217706821,0.5292539450942425
36,2.228209049805351,1.341281642516454,0.865312046444122,0.5748680976216892
37,2.232634943464528,1.3803653915723164,0.8642960812772132,0.5869705983698971
38,2.043713155000106,1.567672848701477,0.8619738751814224,0.5905795479256489
39,1.9470392310101052,1.3983401854832966,0.8505079825834543,0.5115766105324812
40,1.8334207327469536,1.391106088956197,0.851378809869376,0.5554066605151318
41,1.7003116037534631,1.1816807687282562,0.8560232220609579,0.554491915921705
42,1.7108024203259011,1.2779930432637532,0.8406386066763425,0.5230832776045742
43,1.7915890164997266,1.3032358288764954,0.8577648766328012,0.583392685282498
44,1.6197028004604836,1.1848585506280263,0.853265602322206,0.5400586531462233
45,1.6311190724372864,1.0892871121565502,0.8388969521044993,0.5785497874333202
46,1.6585044757179592,1.0955609679222107,0.8455732946298984,0.5620361058949284
47,1.5989003855249155,1.0972537597020466,0.8431059506531204,0.5224234921608409
48,1.6046511142150215,1.069662978251775,0.8521044992743106,0.5489756876131318
49,1.6236170893130095,1.0954237580299377,0.8493468795355588,0.5633665637081919
50,1.7053019741307134,1.0175595184167225,0.8560232220609578,0.583392685282498
51,1.4661716145017873,1.0323005616664886,0.8428156748911466,0.570239738299273
52,1.591088883254839,1.1256005068620045,0.8234397677793905,0.4890005518121118
53,1.4596279963203098,1.6409297784169514,0.8232220609579101,0.4971908675960167
54,1.4322999974955684,1.1423265039920807,0.8243831640058055,0.5273816174256261
55,1.4281459839447685,1.2137084404627483,0.8184325108853411,0.5132534873935285
