epoch,train_loss,val_loss
0,0.7742404720999978,0.9140750467777252
1,0.6107052284659762,0.5065144548813502
2,0.49908417824542883,0.5868121037880579
3,0.4618433452013767,0.5747991800308228
4,0.41247396577488293,0.7246192246675491
5,0.41735129871151666,0.5553210526704788
6,0.4008213290662477,0.5488349422812462
7,0.3624997367009972,0.5777275611956915
8,0.35044697965636395,0.5277823160092036
9,0.35106670901630865,0.5616441418727239
10,0.33545002973440924,0.5552066440383593
11,0.3383354169852806,0.549780269463857
12,0.3150778721002015,0.6190281609694163
13,0.31572492465828406,0.5783457433183988
14,0.32018792538931873,0.5570175324877104
15,0.2930021629189,0.5718828489383062
16,0.289964907097094,0.6116661727428436
