fold,accuracy,precision,recall,f1,auc,threshold,tn,fp,fn,tp
1,0.726775956284153,0.5116279069767442,0.8461538461538461,0.6376811594202898,0.8623018203170875,0.4,89,42,8,44
2,0.8579234972677595,0.7368421052631579,0.7924528301886793,0.7636363636363637,0.9121915820029027,0.4,115,15,11,42
3,0.8087431693989071,0.6285714285714286,0.8301886792452831,0.7154471544715447,0.8885341074020319,0.4,104,26,9,44
4,0.7868852459016393,0.6296296296296297,0.6415094339622641,0.6355140186915887,0.8307692307692307,0.4,110,20,19,34
5,0.7704918032786885,0.5753424657534246,0.7924528301886793,0.6666666666666666,0.8766328011611031,0.4,99,31,11,42
