epoch,train_loss,val_loss
0,1.0364877653844429,0.7940248996019363
1,0.714159349600474,0.7178748647371928
2,0.6205976867314541,0.717905064423879
3,0.5869353901256215,0.7160943945248922
4,0.5251948625752421,0.7115359455347061
5,0.5031344479683674,0.7165724212924639
6,0.45752840195641375,0.7191050872206688
7,0.4333503837838317,0.7322490165630976
8,0.42180947959423065,0.7626881947120031
9,0.40225012148871564,0.7739981959263483
10,0.3658622970635241,0.7064697792132696
11,0.3493037282517462,0.7140766630570093
12,0.32945649822552997,0.7116526495665312
13,0.3162355507639321,0.7867351969083151
14,0.29499779889980954,0.8143852154413859
15,0.3088841096244075,0.8334425246963898
16,0.27430794726718555,0.7840508470932642
17,0.2304920752843221,0.8199056622882684
18,0.24619295764150043,0.8936500251293182
19,0.20251050952709082,0.8758708983659744
20,0.20828109691766175,0.9757185081640879
21,0.19542305690772604,1.1137707978487015
22,0.20360425543604474,1.1249594986438751
23,0.15404786660589956,1.1378693282604218
24,0.1475711576640606,1.1740604440371196
25,0.1351726357401772,1.273358811934789
26,0.16763083490006853,1.3358521560827892
27,0.12673182063030475,1.4870010415712993
28,0.11560389487016381,1.3142001777887344
29,0.11744283337258932,1.258858064810435
30,0.12213881102136591,1.6123517602682114
31,0.1142266817588472,1.6488488962252934
32,0.10996318251515429,1.8680804868539174
33,0.1451914106834341,1.5005882730086644
34,0.08236095707186243,1.4195648233095806
35,0.08621052322401242,1.5579330424467723
