fold,accuracy,precision,recall,f1,auc,threshold,tn,fp,fn,tp
1,0.7377049180327869,0.5256410256410257,0.7884615384615384,0.6307692307692307,0.8658250146799765,0.5,94,37,11,41
2,0.8306010928961749,0.6666666666666666,0.8301886792452831,0.7394957983193278,0.9111756168359942,0.5,108,22,9,44
3,0.7595628415300546,0.5616438356164384,0.7735849056603774,0.6507936507936508,0.8764876632801162,0.5,98,32,12,41
4,0.7158469945355191,0.5060240963855421,0.7924528301886793,0.6176470588235294,0.8473149492017417,0.5,89,41,11,42
5,0.8032786885245902,0.6197183098591549,0.8301886792452831,0.7096774193548387,0.8731494920174165,0.5,103,27,9,44
