epoch,train_loss,val_loss
0,0.8415772788452379,0.7306749572356542
1,0.6565631167455153,0.7730033447345098
2,0.5941621363162994,0.828163335720698
3,0.5658106984514178,0.8458529710769653
4,0.5352899368965265,0.8439509868621826
5,0.4876318736509843,0.8256025488177935
6,0.49533466723832215,0.883210817972819
7,0.42519231772784033,0.8370979179938635
8,0.4187918093168374,0.9516915629307429
9,0.42850526264219574,0.9588096290826797
10,0.39738816158338025,0.9281301498413086
11,0.3355471719846581,1.0418016215165455
12,0.3481156690554185,1.0138798480232556
13,0.3099759216561462,1.0092866669098537
14,0.3068855930909966,1.1063267091910045
15,0.2690577482183774,1.1562571326891582
16,0.2534713675126885,1.1463602781295776
17,0.2641776314739025,1.5067280779282253
18,0.2586254881638469,1.3088088134924571
19,0.22837806402733832,1.3677929043769836
20,0.18535412805662912,1.324831838409106
21,0.19035237028517507,1.5797562251488368
22,0.16754087732371056,1.6513666013876598
23,0.14658632394716595,1.7734903693199158
24,0.16211259805343367,1.691971629858017
25,0.14157046366370085,1.9564695457617443
