epoch,train_loss,val_auc
1,0.9783639490604401,0.5984126984126984
2,0.9991976678371429,0.6081632653061224
3,0.9984738528728485,0.6140589569160998
4,0.965545654296875,0.6147392290249434
5,0.9857774913311005,0.6140589569160998
6,0.983890950679779,0.611111111111111
7,0.9746076405048371,0.611111111111111
8,0.9500444650650024,0.6131519274376417
9,0.958969110250473,0.616326530612245
10,0.9748081624507904,0.617233560090703
11,0.9234910428524017,0.6197278911564625
12,0.9588166832923889,0.6242630385487528
13,0.948486053943634,0.6301587301587301
14,0.9504432916641236,0.6424036281179138
15,0.9192310690879821,0.654421768707483
16,0.9465197265148163,0.6653061224489796
17,0.9446752727031708,0.6750566893424037
18,0.918335884809494,0.6818594104308391
19,0.9053741872310639,0.6795918367346939
20,0.9154345512390136,0.6868480725623582
21,0.9059923708438873,0.6968253968253968
22,0.9253887951374054,0.7104308390022676
23,0.9396799445152283,0.7124716553287982
24,0.8797079026699066,0.7140589569160997
25,0.878854262828827,0.71859410430839
26,0.8836962580680847,0.7238095238095238
27,0.8668524265289307,0.7265306122448979
28,0.9080749988555908,0.7351473922902494
29,0.8633978605270386,0.7396825396825397
30,0.9073362052440643,0.7424036281179138
31,0.9047166883945466,0.746938775510204
32,0.8811457633972168,0.7557823129251701
33,0.8412858843803406,0.7557823129251702
34,0.8539880096912384,0.7585034013605442
35,0.8564573705196381,0.7666666666666667
36,0.8826601445674896,0.7712018140589569
37,0.8678606212139129,0.7834467120181406
38,0.8676615178585052,0.7691609977324263
39,0.8581090331077575,0.773469387755102
40,0.8569723129272461,0.7789115646258503
41,0.8193899273872376,0.7804988662131519
42,0.7972352862358093,0.7834467120181406
43,0.8424694240093231,0.7843537414965986
44,0.8253487288951874,0.798185941043084
45,0.8713533103466033,0.8031746031746032
46,0.8358197450637818,0.8074829931972789
47,0.8146295428276062,0.8058956916099773
48,0.7976102530956268,0.809750566893424
49,0.8078267335891723,0.8195011337868481
50,0.7748841047286987,0.8281179138321996
