epoch,train_loss,val_loss,val_auc
0,0.8319545310476552,0.7537613113721212,0.8107402031930334
1,0.7268667441347371,0.7244246254364649,0.8285921625544268
2,0.6546889193679976,0.7550641049941381,0.8281567489114658
3,0.6349746520104615,0.7500615864992142,0.8259796806966618
4,0.6372197076030399,0.6943235198656718,0.8285921625544267
5,0.6150496226289998,0.7386041084925333,0.8267053701015965
6,0.5861805806989255,0.719922328988711,0.8307692307692307
7,0.5898614810860675,0.7140534768501917,0.8365747460087083
8,0.5608160599418308,0.6853275199731191,0.8375907111756168
9,0.5498043674489727,0.7692612955967585,0.8301886792452831
10,0.6063562372456426,0.7118527889251709,0.8323657474600871
11,0.5451356496499933,0.75125818947951,0.8377358490566037
12,0.5425872634286466,0.7386606931686401,0.8307692307692309
13,0.5620501028454822,0.7531335453192393,0.825689404934688
14,0.5467787190623905,0.6959334462881088,0.8419448476052249
15,0.536082078581271,0.7344377736250559,0.8357039187227866
16,0.5049562544926353,0.7117185990015665,0.8447024673439768
17,0.5122111128724139,0.7594832330942154,0.8336719883889695
18,0.530169805754786,0.8766470452149709,0.8280116110304789
19,0.5373594501744146,0.74232051273187,0.843976777939042
20,0.4935657621725746,0.7683915247519811,0.8404934687953556
21,0.4835794645807017,0.7746616353591284,0.837300435413643
22,0.5450276849062546,0.7572943071524302,0.8436865021770683
23,0.4681696023630059,0.7998617937167486,0.8393323657474601
24,0.4777273328407951,0.7843949794769287,0.837300435413643
25,0.4529159127370171,0.7823272297779719,0.8416545718432511
26,0.4657953673082849,0.7602626780668894,0.8454281567489114
27,0.45749021289141284,0.7300934791564941,0.8436865021770682
28,0.4565709168496339,0.7528253147999445,0.8505079825834543
29,0.43777191638946533,0.7682355890671412,0.8497822931785196
30,0.42526803262855695,0.8127699891726176,0.8451378809869375
31,0.44597689094750775,0.8295427809158961,0.8390420899854861
32,0.4628062040909477,0.7940068493286768,0.8416545718432511
33,0.4320009130498637,0.9080917636553446,0.8397677793904209
34,0.42771405370339105,0.8473520974318186,0.8393323657474602
35,0.44559398876584094,0.8638945072889328,0.8403483309143686
36,0.4131886356550714,0.8269883443911871,0.83744557329463
37,0.40165015148079913,0.816479817032814,0.8399129172714078
38,0.4010051579579063,0.8147360036770502,0.8410740203193033
39,0.4182310985482257,0.8489670207103094,0.8400580551523948
40,0.4073057939176974,0.8362485269705454,0.8457184325108853
41,0.4123596691566965,0.8679192165533701,0.841799709724238
42,0.39583204881004663,0.8397764762242635,0.8457184325108853
43,0.3808016815911169,0.8569540778795878,0.8455732946298984
44,0.4303207708441693,0.9161139527956644,0.8460087082728592
45,0.42367776126965234,0.8667935281991959,0.8423802612481858
46,0.4106187042982682,0.8633037358522415,0.8419448476052249
47,0.4059461167325144,0.8749032765626907,0.8432510885341075
48,0.3908813433802646,0.8741180598735809,0.8432510885341074
49,0.40744204365688824,0.8737131605545679,0.8415094339622642
50,0.4104235528603844,0.878975510597229,0.8429608127721335
51,0.38967609243548434,0.8714463909467062,0.8447024673439767
52,0.38641161374423816,0.868027334411939,0.8461538461538463
53,0.40044804824435193,0.8591864208380381,0.8462989840348332
