epoch,train_loss,val_loss
0,0.7099762378316937,0.5828437159458796
1,0.5871299107869467,0.5058130323886871
2,0.48642287922627997,0.47180554022391635
3,0.42420945926146075,0.4911189128955205
4,0.3901394772710222,0.496795229613781
5,0.39198797850897815,0.4721965218583743
6,0.3789236161744956,0.4644862562417984
7,0.3473206135359677,0.48399630188941956
8,0.3329423505699996,0.4825139095385869
9,0.3277768792979645,0.45776592195034027
10,0.315940083879413,0.5131199297805628
11,0.30329962503729446,0.523711659014225
12,0.3225763313698046,0.46884802108009654
13,0.2920625934546644,0.4698622599244118
14,0.28324590589512477,0.5177406395475069
15,0.2712847357898047,0.5028734269241492
16,0.27646703927805927,0.48017506425579387
17,0.24927692702322296,0.5096383665998777
18,0.2526295211053256,0.48738597457607585
19,0.24472891223250012,0.5090152298410734
20,0.23258603499694305,0.512007862329483
21,0.2339477731535832,0.5423096418380737
22,0.21970721514839114,0.5457272082567215
23,0.22827936347686884,0.5257133319973946
24,0.20884979538845294,0.5576756373047829
