epoch,train_loss,val_loss
0,0.7261057008396495,0.4773939351240794
1,0.5778565063621058,0.41690627237161
2,0.5086895281618292,0.3884095499912898
3,0.4730181432131565,0.46631702532370883
4,0.45062940499999304,0.3645619520296653
5,0.4370049883921941,0.40131129572788876
6,0.4184145611343962,0.4205697967360417
7,0.3869969650651469,0.4033910060922305
8,0.3667634003090136,0.39013579363624257
9,0.3420679038672736,0.43761562059322995
10,0.3540063432671807,0.416749802728494
11,0.33564034736517706,0.40399779689808685
12,0.3225944529880177,0.41815338594218093
13,0.3229684414285602,0.4271959277490775
14,0.29601007745121466,0.4466678127646446
15,0.28653164794950775,0.44461175551017124
16,0.3002224668408885,0.4366159811615944
17,0.2858573227669253,0.44773689843714237
18,0.26391000481265964,0.45068025464812916
19,0.2770465700463815,0.47238251008093357
