epoch,train_loss,val_loss
0,0.7024461338014314,0.6701165437698364
1,0.5722811827153871,0.6047695179780325
2,0.4883596391388864,0.5292757327357928
3,0.44916435624613904,0.6096456299225489
4,0.4283463178258954,0.5581956952810287
5,0.4192805068962502,0.5888242324193319
6,0.39608983876127185,0.5534842908382416
7,0.3413984698779655,0.5632584740718206
8,0.34839643854083435,0.5295676738023758
9,0.3295853490179235,0.5609889328479767
10,0.3173707542997418,0.5731169929107031
11,0.329689777710221,0.5635705242554346
12,0.2894961332732981,0.6308316737413406
13,0.3127364279194312,0.5845867941776911
14,0.292472228633635,0.5888737489779791
15,0.2875535293962016,0.6247443705797195
16,0.3164010203697465,0.5805158615112305
17,0.26471672252272116,0.6099221358696619
