epoch,train_loss,val_loss
0,0.7334680719809099,0.6587936480840048
1,0.6117100553079085,0.5770043184359869
2,0.5165233991362832,0.44753141949574154
3,0.464225788008083,0.4485948135455449
4,0.4602964457237359,0.44716796775658924
5,0.43156453651009186,0.4668528934319814
6,0.40715358157952625,0.47296104828516644
7,0.39115301045504486,0.512955941259861
8,0.38565625566424744,0.5225597148140272
9,0.371096030329213,0.6149479175607363
10,0.35493327496629773,0.6065365473429362
11,0.3371810140934857,0.6123114228248596
12,0.33223404983679455,0.5888278037309647
13,0.312536204403097,0.6071050241589546
14,0.30499544220440317,0.6190709521373113
15,0.30897653102874756,0.6300075153509775
16,0.30376578506195184,0.6638394966721535
17,0.28443509724104044,0.6572100495298704
18,0.2872222736477852,0.6992648641268412
19,0.2979749861088666,0.6747840469082197
