epoch,train_loss,val_loss
0,0.8715049468952677,1.0232687840859096
1,0.7981142298035,0.695875292023023
2,0.6964623863282411,0.5341584607958794
3,0.6767393609751826,0.5338719089825948
4,0.6274607531402422,0.49167180558045703
5,0.5967477845109027,0.4754924476146698
6,0.5572036154892134,0.49915100758274394
7,0.5533949486587358,0.4670320078730583
8,0.5392975573954375,0.460901419321696
9,0.5164759431196295,0.45428052730858326
10,0.5316658020019531,0.4686335374911626
11,0.5141422716171845,0.4458586772282918
12,0.47714372951051465,0.4537594436357419
13,0.4699739450993745,0.45354176064332324
14,0.46357988533766376,0.4735410635670026
15,0.48888628508733667,0.4808776006102562
16,0.45550237790397974,0.5233756446590027
17,0.41636333841344586,0.5761275800565878
18,0.426774602221406,0.501247588545084
19,0.39647967595121136,0.5062900421520075
20,0.40689698120822076,0.5459382353971401
21,0.38802084909832996,0.527126124749581
22,0.41568541202856146,0.5308439452201128
23,0.3710062808316687,0.5453495979309082
24,0.4010353541892508,0.5480416901409626
25,0.38110032029773877,0.5679311143855253
26,0.3865363228580226,0.5413938804219166
