epoch,train_loss,val_loss
0,0.9167056316914766,0.8587322533130646
1,0.8585773680521094,0.7873195310433706
2,0.7534298767214236,0.6110334992408752
3,0.6748233683731245,0.551609660188357
4,0.616050511598587,0.5323694609105587
5,0.6114106463349384,0.5480621779958407
6,0.5788928957089133,0.49115003148714703
7,0.5575218032235685,0.4721919732789199
8,0.5512777424376943,0.45879419706761837
9,0.5316789163195569,0.4916015515724818
10,0.508652107871097,0.5086456922193369
11,0.5351426886475604,0.5131442671020826
12,0.5163601312948309,0.49365908093750477
13,0.5055160567812298,0.5223098968466123
14,0.4551998603603114,0.4815816879272461
15,0.4541511399590451,0.4751318550358216
16,0.45218734313612396,0.49096248857676983
17,0.4436713952733123,0.47939982637763023
18,0.43087609565776325,0.47369031111399335
19,0.3978702581447104,0.5084913906951746
20,0.40153251134830975,0.5284631258497635
21,0.40876528037630994,0.4981602393090725
22,0.38651428727999976,0.49146629497408867
23,0.3917418685944184,0.5006701809664568
