epoch,train_loss,val_loss
0,0.8927471948706586,0.9050798614819845
1,0.8386534478353418,0.825691302617391
2,0.7466019534546396,0.5540400817990303
3,0.6803584280221359,0.479459489385287
4,0.6096947841022325,0.44569310173392296
5,0.5860206536624742,0.453068566819032
6,0.5940925880618717,0.4538039068380992
7,0.584131130705709,0.428749384979407
8,0.5363002095533453,0.4117525201290846
9,0.5330461678297623,0.44205090031027794
10,0.5297810966553895,0.446161724627018
11,0.5390988316224969,0.47208043187856674
12,0.5463607997997947,0.4701683968305588
13,0.5052895999473074,0.4640525405605634
14,0.4396489210750746,0.4659050429860751
15,0.4786631555660911,0.44419846311211586
16,0.45016433428163116,0.4482688804467519
17,0.4479846591534822,0.4503730156769355
18,0.44507954107678455,0.45042377275725204
19,0.44358488528624823,0.4574823025614023
20,0.42367950535338855,0.47485190567870933
21,0.41491463067738904,0.46808137372136116
22,0.44500499769397406,0.47089702139298123
23,0.39925350637539575,0.474040770282348
